德國WEBNER360度鑽石光淨斑精華(美白升級版)	久保雅司國際有限公司/黃惠玲		10 14 2015 12:00AM	化粧品衛生管理條例第24條第1項	其刊登或宣播之廣告內容與原核准廣告內容不符	07 29 2015 12:00AM	電視	新台北有線電視股份有限公司	未違規結案	
涵沛國際專利冷凍速燃魔力塑	聖泰科技股份有限公司/		10 13 2015 12:00AM	化粧品衛生管理條例第24條第1項	廣告違規	05 22 2015 12:00AM	電視		未違規結案	
CARLA NORRI鑽石微晶煥膚超殺專案回饋	喬依國際股份有限公司/陸素菁		10 19 2015 12:00AM	化粧品衛生管理條例第24條第1項	其刊登或宣播之廣告內容與原核准廣告內容不符	08  1 2015 12:00AM	電視	萬象有線電視股份有限公司	未違規結案	
TIMARU 20周年慶香氛沐浴限定版	恒富貿易有限公司/		09  4 2015 12:00AM	化粧品衛生管理條例第24條第2項化粧品衛生管理條例第24條第1項	其刊登或宣播之廣告內容與原核准廣告內容不符	08  1 2015 12:00AM	電視	萬象有線電視股份有限公司	未違規結案	
德國Webner超進化鑽石光感淨白精華	久保雅司國際有限公司/		10 14 2015 12:00AM	化粧品衛生管理條例第24條第1項	其刊登或宣播之廣告內容與原核准廣告內容不符	05 29 2015 12:00AM	電視		未違規結案	
古寶頂級香蓮植物胎盤精華(感恩回饋檔)	無患子生技開發有限公司/		12  4 2015 12:00AM	化粧品衛生管理條例第24條第1項	廣告內容誇大不實	05 21 2015 12:00AM	電視		未違規結案	
船井醫朵16X超光速美白精華	卡得國際有限公司/		10  2 2015 12:00AM	化粧品衛生管理條例第24條第1項	廣告違規	05 11 2015 12:00AM	電視		未違規結案	
船井醫朵16X超光速美白精華	卡得國際有限公司/		10  2 2015 12:00AM	化粧品衛生管理條例第24條第1項	廣告違規	05 28 2015 12:00AM	電視		未違規結案	
台糖詩丹雅蘭抗皺密集修護限定組	富悅國際行銷有限公司/		04 15 2016 12:00AM	化粧品衛生管理條例第24條第2項	廣告違規	08  3 2015 12:00AM	電視	萬象有線電視股份有限公司	未違規結案	
德國原裝WEBNER香香美人腋下花精噴霧	久保雅司國際有限公司/黃惠玲		10 14 2015 12:00AM	化粧品衛生管理條例第24條第1項	其刊登或宣播之廣告內容與原核准廣告內容不符	08  5 2015 12:00AM	電視	萬象有線電視股份有限公司	未違規結案	
德國ALKMENE大蕁麻洗髮年度回饋	勇昌貿易有限公司/楊雅忠		10 12 2015 12:00AM	化粧品衛生管理條例第24條第1項	廣告內容誇大不實	08  4 2015 12:00AM	電視	萬象有線電視	未違規結案	
GOLD SUITE天絲親膚蝸牛面膜	東春實業社/林茂輝		10  5 2015 12:00AM	化粧品衛生管理條例第24條第1項	廣告內容誇大不實	08  5 2015 12:00AM	電視	萬象有線電視股份有限公司	未違規結案	
澳思萊神奇茶樹霜	凱亞有限公司/		10 26 2015 12:00AM	化粧品衛生管理條例第24條第2項	廣告違規	07 30 2015 12:00AM	電視		未違規結案	
STEMCIN極緻抗老精華霜回饋組	冠品生物科技股份有公司/		11 10 2015 12:00AM		其刊登或宣播之廣告內容與原核准廣告內容不符	08  6 2015 12:00AM	電視	世新有線電視股份有限公司	相關案件已處分	
船井醫朵超光纖美白凝霜(蘇慧倫代言)	卡得國際有限公司/		10  2 2015 12:00AM	化粧品衛生管理條例第24條第1項	廣告違規	08 11 2015 12:00AM	電視	萬象有線電視股份有限公司	未違規結案	
涵沛超涵水鑽白奇蹟限量搶購組	聖泰科技有限公司/		10 23 2015 12:00AM	化粧品衛生管理條例第24條第1項	廣告違規	08 12 2015 12:00AM	電視	萬象有線電視股份有限公司	未違規結案	
日本BSC精質乳霜百萬專案組	冠品生物科技股份有限公司/諸葛?		11 10 2015 12:00AM		其刊登或宣播之廣告內容與原核准廣告內容不符	08  9 2015 12:00AM	電視	萬象有線電視股份有限公司	相關案件已處分	
台酒生技酒粕精粹逆齡活膚青春露	阜助實業有限公司/			化粧品衛生管理條例第24條第1項	廣告內容誇大不實	08  8 2015 12:00AM	電視		未違規結案	
STEMCIN極緻抗老精華霜回饋組	冠品生物科技股份有限公司/諸葛?		11 10 2015 12:00AM		其刊登或宣播之廣告內容與原核准廣告內容不符	08  8 2015 12:00AM	電視	萬象有線電視股份有限公司	相關案件已處分	
LOUVIER藍銅瞬效淬白水乳噴霧	美光生醫科技股份有限公司/吳秉益		12  9 2015 12:00AM	化粧品衛生管理條例第24條第1項	廣告內容誇大不實	08 15 2015 12:00AM	電視	萬象有線電視股份有限公司	未違規結案	
倩碧水感新一代水磁場保濕凝膠	同億國際有限公司/		11  4 2015 12:00AM	化粧品衛生管理條例第24條第1項	刊播未申請核准之廣告	08 13 2015 12:00AM	電視	萬象有線電視股份有限公司	未違規結案	
涵沛殭屍面膜年度專案回饋組	聖泰科技股份有限公司/		10 23 2015 12:00AM	化粧品衛生管理條例第24條第1項	廣告違規	07  9 2015 12:00AM	電視		未違規結案	
法國LUCAS MEYER 5D塑顏拉提微整精華	紐堡國際貿易有限公司/			化粧品衛生管理條例第24條第1項化粧品衛生管理條例第24條第2項	其刊登或宣播之廣告內容與原核准廣告內容不符	08 16 2015 12:00AM	電視		未違規結案	
船井醫朵超光纖美白凝霜(蘇慧倫代言)	卡得國際有限公司/		10  2 2015 12:00AM	化粧品衛生管理條例第24條第1項	廣告違規	08 16 2015 12:00AM	電視	萬象有線電視股份有限公司	未違規結案	
台鹽生技激因賦活菁華	阜助實業有限公司/			化粧品衛生管理條例第24條第1項	廣告內容誇大不實	08 16 2015 12:00AM	電視		未違規結案	
日本BSC精質乳霜百萬專案組/產品編號5309000	冠品生物科技股份有限公司/		11 10 2015 12:00AM		其刊登或宣播之廣告內容與原核准廣告內容不符	08  7 2015 12:00AM	電視	萬象有線電視	相關案件已處分	
Dr. Eris不老蜂萃聰明賦活霜/產品編號5589481	喬依國際股份有限公司/		02  1 2016 12:00AM	化粧品衛生管理條例第24條第1項	廣告違規廣告違規	08 12 2015 12:00AM	電視	萬象有線電視	未違規結案	
BSC上市慶功專案眼霜特惠組	冠品生物科技股份有限公司/諸葛?		11 10 2015 12:00AM		其刊登或宣播之廣告內容與原核准廣告內容不符	08 23 2015 12:00AM	電視	萬象有線電視股份有限公司	相關案件已處分	
涵沛日本原裝冷凍速燃魔力塑II	聖泰科技股份有限公司/		10 23 2015 12:00AM	化粧品衛生管理條例第24條第1項	廣告違規	08 23 2015 12:00AM	電視	萬象有線電視股份有限公司	未違規結案	
 Gold Suite天絲親膚蝸牛面膜	東春實業社/		11 12 2015 12:00AM	化粧品衛生管理條例第24條第1項	廣告內容誇大不實	08  4 2015 12:00AM	電視		未違規結案	
台酒生技酒粕精粹回齡青春露	阜助實業有限公司/		09 21 2015 12:00AM		廣告違規	08 10 2015 12:00AM	電視		輔導結案	
船井醫朵 超光纖美白凝露(蘇慧倫代言)	卡得國際有限公司/		10  2 2015 12:00AM	化粧品衛生管理條例第24條第1項	廣告違規	08 12 2015 12:00AM	電視		未違規結案	
雅詩蘭黛 特潤感恩回饋組	同億國際有限公司/		11  9 2015 12:00AM	化粧品衛生管理條例第24條第1項	刊播未申請核准之廣告	08 14 2015 12:00AM	電視		未違規結案	
涵沛日本原裝冷凍速燃魔力塑Ⅱ	聖泰科技股份有限公司/		10 23 2015 12:00AM	化粧品衛生管理條例第24條第1項	廣告違規	08 23 2015 12:00AM	電視		未違規結案	
BSC上市慶功專案眼霜特惠組	冠品生物科技股份有限公司/諸葛?		11 10 2015 12:00AM	化粧品衛生管理條例第24條第1項	其刊登或宣播之廣告內容與原核准廣告內容不符	08 23 2015 12:00AM	電視		未違規結案	
涵沛日本原裝冷凍速燃魔力塑II	聖泰科技股份有限公司/		10 23 2015 12:00AM	化粧品衛生管理條例第24條第1項	廣告違規	09  1 2015 12:00AM	電視	萬象有線電視股份有限公司	未違規結案	
船井醫朵超光纖美白凝霜(蘇慧倫代言)	卡得國際有限公司/		11  3 2015 12:00AM	化粧品衛生管理條例第24條第1項	廣告違規	09  1 2015 12:00AM	電視	萬象有線電視股份有限公司	未違規結案	
Ido醫朵16x超光速美白精華	卡得國際有限公司/		11  3 2015 12:00AM	化粧品衛生管理條例第24條第1項	廣告違規	08 15 2015 12:00AM	電視	鳳信有線電視	未違規結案	
HACUDEI帛琉珊瑚白泥淨敷霜特惠組799元 	台灣湛藍股份有限公司/		09 30 2015 12:00AM		廣告違規	08 11 2015 12:00AM	網路	SHOPPING99	輔導結案	
【專利配方】TS6舒活柔敏益生菌除紋霜精選組699元	天賜爾生物科技股份有限公司/		11 11 2015 12:00AM	化粧品衛生管理條例第24條第1項	廣告內容誇大不實	08 11 2015 12:00AM	網路	SHOPPING99	未違規結案	
Tashaest酒釀酵母去角質噴霧豪華4入組 滑嫩價499元	瑞盛國際化妝品股份有限公司/		11  2 2015 12:00AM	化粧品衛生管理條例第24條第1項	其刊登或宣播之廣告內容與原核准廣告內容不符	08 11 2015 12:00AM	網路	SHOPPING99	未違規結案	
Morocco GaGa Oil摩洛哥修護滋養洗護髮贈乾髮帽589元	網路主義股份有限公司/		10 22 2015 12:00AM	化粧品衛生管理條例第24條第1項	廣告內容宣稱誇大療效	08 12 2015 12:00AM	網路	SHOPPING99	未違規結案	
韓國 E-glips極細粉餅 x 12/24件刷具豪華組 599元起 	欣芃國際事業有限公司/		10 26 2015 12:00AM		廣告違規	08 12 2015 12:00AM	網路	SHOPPING99	輔導結案	
【渴望村】GUERISSON韓國九朵雲 奇蹟馬油霜20g(迷您隨身版) 可面交郵局無摺超商取貨	非廠商/陳美如		09 25 2015 12:00AM		廣告違規	08 26 2015 12:00AM	網路	露天拍賣	輔導結案	
ὊὊ100%韓國進口～奇跡（Guerisson）萬能馬油膏 去痘印潤膚保養首選	非廠商/莊秀雯		02 19 2016 12:00AM	化粧品衛生管理條例第24條第1項	廣告內容誇大不實	08 26 2015 12:00AM	網路	露天拍賣	未違規結案	
milo小舖-韓國代購 歐蕙 O HUI 海洋抗齡系列-微分子膠原蛋白抗皺眼霜-1ML-特價中-NEW	非廠商/陳俊豪		01 12 2016 12:00AM	化粧品衛生管理條例第24條第1項	販售輸入化粧品藥品	08 12 2015 12:00AM	網路	奇摩拍賣網站	未違規結案	
【台灣細胞]】天使之戀蠶絲面膜	台灣細胞生物科技有限公司 /陳宏暢		11 24 2015 12:00AM		廣告內容宣稱誇大療效	09  4 2015 12:00AM	網路	郵政商城	輔導結案	
milo小舖-韓國代購-HERA 完美CC霜-2015最新版-17號(舊版1號)粉嫩白皙-1ML-NEW	非廠商/陳俊豪		01 12 2016 12:00AM	化粧品衛生管理條例第24條第1項	販售輸入化粧品藥品	08 12 2015 12:00AM	網路	奇摩拍賣網站	未違規結案	
milo小舖-韓國代購 MEDIAN牙膏-牙齦護理(紅色下標區)-120g-皮諾丘-朴信惠代言-NEW	非廠商/陳俊豪		01 12 2016 12:00AM	化粧品衛生管理條例第24條第1項	販售輸入化粧品藥品	08 12 2015 12:00AM	網路	奇摩拍賣網站	未違規結案	
蒜頭面膜 植物淨痘調理面膜	捷銘生技有限公司/丁福銘		01 14 2016 12:00AM	化粧品衛生管理條例第24條第1項	廣告違規	09  7 2015 12:00AM	網路	一起愛台灣	未違規結案	
台塑生醫Dr’s Formula晶極潤澤洗髮精」580g	全冠事業有限公司/		09 15 2015 12:00AM		廣告違規	07 30 2015 12:00AM	網路	網路家庭國際資訊股份有限公司(PCHOME)	輔導結案	
台塑生醫 Dr’s Formula晶白潤澤沐浴精580g	全冠事業有限公司/		09 15 2015 12:00AM		廣告違規	07 29 2015 12:00AM	網路	網路家庭國際資訊股份有限公司(PCHOME)	輔導結案	
德國家用必備品 DR.THEISS金盞花膏 <天然花草提煉>	非廠商/許礎之		09 24 2015 12:00AM		其刊登或宣播之廣告內容與原核准廣告內容不符	08 25 2015 12:00AM	網路	露天拍賣	輔導結案	
Mori rosen 瘦身霜/瘦腿霜	詹顗瞾/		11  9 2015 12:00AM		廣告內容宣稱誇大療效	08 21 2015 12:00AM	網路	露天拍賣	輔導結案	
MOMUS 驅痘無痕精華液18ml《送油痘調理面膜二片》。醫美級抗痘。治 粉刺 除 痘疤 預防 痘痘。	非廠商/陳盛沛		09 25 2015 12:00AM		廣告違規	08 21 2015 12:00AM	網路	露天拍賣	輔導結案	
JUMELLE皺效賦活眼霜	真愛無瑕有限公司/呂王麗春		10 23 2015 12:00AM	化粧品衛生管理條例第24條第1項	廣告違規	09  8 2015 12:00AM	網路	蘋果每日購	未違規結案	
DR.THEISS 金盞花膏	非廠商/蕭堯仁(freebaby)		11  3 2015 12:00AM		廣告內容誇大不實	09  9 2015 12:00AM	網路	露天拍賣	輔導結案	
台塑生醫「Dr’s Formula晶極潤澤洗髮精」	灝翎國際有限公司/		11  3 2015 12:00AM	化粧品衛生管理條例第24條第2項	其刊登或宣播之廣告內容與原核准廣告內容不符	07 29 2015 12:00AM	網路	MOMO購物網	未違規結案	
特潤超導修護露	美商雅詩蘭黛股份有限公司台灣分公司/		12  3 2015 12:00AM	化粧品衛生管理條例第24條第1項	廣告違規	09  4 2015 12:00AM	網路	雅詩蘭黛官網	未違規結案	
超能紅石流為循環精華	美商怡佳股份有限公司台灣分公司/		12  3 2015 12:00AM	化粧品衛生管理條例第24條第1項	廣告違規	09  4 2015 12:00AM	網路	雅詩蘭黛官網	未違規結案	
佳麗寶Impress印象之美系列(佳麗寶Impress完美極致霜N、佳麗寶Impress潤膚露N、佳麗寶Impress CT賦活緊緻精華液N、佳麗寶Impress洗顏皂霜、佳麗寶Impress潤膚乳N)	佳麗寶化工股份有限公司/	臺北市	04 29 2015 12:00AM	化粧品衛生管理條例第24條第1項化粧品衛生管理條例第24條第2項	廣告違規	03  3 2015 12:00AM	平面媒體	ELLE TAIWAN	未違規結案	
全效頂級晶皇系列	達立亞有限公司/	臺北市	05 26 2015 12:00AM		廣告違規	02 28 2015 12:00AM	平面媒體	時報周刊	輔導結案	
伊麗莎白雅頓「無瑕未來」系列（無瑕未來360° 眼膠、無暇未來活顏霜、無暇未來微膠囊精華）	荷蘭商伊麗莎白雅頓有限公司台灣分公司/	臺北市	04 20 2015 12:00AM		廣告內容宣稱誇大療效	03  3 2015 12:00AM	平面媒體	ELL E TAIWAN	輔導結案	
雅詩蘭黛極淨光透白修護系列	美商怡佳股份有限公司台灣分公司/陳國憫	臺北市	11 27 2015 12:00AM	化粧品衛生管理條例第24條第1項	其刊登或宣播之廣告內容與原核准廣告內容不符	02 28 2015 12:00AM	平面媒體	時報周刊	未違規結案	
黑天鵝睫毛膏	台灣萊雅股份有限公司/	臺北市	07 17 2015 12:00AM	化粧品衛生管理條例第24條第1項	廣告違規	03  3 2015 12:00AM	平面媒體	ELLE TAIWAN	未違規結案	
資生堂 百優高透皙活力精萃	台灣資生堂股份有限公司/	臺北市	05 11 2015 12:00AM		廣告違規	03  3 2015 12:00AM	平面媒體	ELLE TAIWAN	相關案件已處分	
全新 蘭蔻絕對完美極緻活化玫瑰油精粹	台灣萊雅股份有限公司/	臺北市	07 17 2015 12:00AM	化粧品衛生管理條例第24條第1項	廣告違規	03  3 2015 12:00AM	平面媒體	ELLE TAIWAN	未違規結案	
蘭蔻絕對完美黑鑽奧秘霜	台灣萊雅股份有限公司/	臺北市	07 17 2015 12:00AM	化粧品衛生管理條例第24條第1項	廣告違規	03  3 2015 12:00AM	平面媒體	ELLE TAIWAN	未違規結案	
DARPHIN全效舒緩精華液	美商怡佳股份有限公司台灣分公司/陳國憫	臺北市	11 26 2015 12:00AM	化粧品衛生管理條例第24條第1項	其刊登或宣播之廣告內容與原核准廣告內容不符	03  4 2015 12:00AM	平面媒體	儂儂雜誌	未違規結案	
古寶無患子深層嫩白玉容散活膚晶(搶購檔)	無患子生技開發有限公司/王高榮			化粧品衛生管理條例第24條第1項	廣告內容誇大不實	04 16 2015 12:00AM	電視		未違規結案	
德國Webner超進化鑽石光感淨白精華	久保雅司國際有限公司/		06  2 2015 12:00AM	化粧品衛生管理條例第24條第2項化粧品衛生管理條例第24條第1項	其刊登或宣播之廣告內容與原核准廣告內容不符	03 28 2015 12:00AM	電視		未違規結案	
台塩生技肌齡無痕抗皺精華	旺簇實業有限公司/		07 29 2015 12:00AM	化粧品衛生管理條例第24條第1項	廣告內容誇大不實	04 10 2015 12:00AM	電視		未違規結案	
蔻媞瑞士合作液態雷射美白面膜	麗基有限公司/		09 17 2015 12:00AM	化粧品衛生管理條例第24條第2項	廣告違規	01 13 2015 12:00AM	電視	大揚有線電視股份有限公司	未違規結案	
